Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,60.9283520807589,61.3116057572894,61.6995184139706,62.2142411499284,62.6237139090709,62.9952039179532,63.4239909431004,62.9545325364614,62.4961095080066,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,67.1721389210957,67.60360316224,67.9931657405397,68.3747743338225,68.6952348131656,68.9324883068667,69.129968177968,68.5519023160901,66.9119689863247,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,72.3442426683639,72.6238633901154,72.8895160840123,73.1525218426913,73.6097428540992,73.8115171255443,73.9591150111936,72.9497683319316,72.7459207860447,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (excluding high income),MNA,71.4057468128264,71.7027790275536,71.9861891242774,72.2564883768439,72.7670011397562,72.9843734174748,73.1439185925959,72.1726969965726,71.8998757257437,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (IDA & IBRD countries),TMN,71.3759772152023,71.6923140703475,71.9585514664059,72.2301322796325,72.7432285455686,72.9633890576299,73.1193901266412,72.1463761984205,71.8811305367081,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,70.7226702983278,71.0587765315058,71.3525608037276,71.6277207860857,71.8657227504802,72.1548659195371,72.3495759718392,71.6491869509985,70.5532912077882,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,79.0417127626151,79.1362843199307,79.0036457097,78.8797242694941,78.8724761687345,78.9657812984215,79.1417123760336,77.4635168508573,76.9767231711531,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,,,,,,,,,,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,79.6697026632351,79.9166512455172,79.7907649605864,79.9026541738285,79.9296589493129,80.0090370322992,80.222078520388,78.8983873703006,78.7141661346654,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,66.2121156289415,66.7096082915931,67.2888368780989,67.9055488083682,68.3772615605541,68.4962925145189,68.7711344736468,68.2555748322982,66.9896229202087,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,68.625773949461,68.642639894166,68.562208761319,68.8275112368945,69.1188648923584,69.2137482861639,69.2942514087701,69.3649211004034,69.1635941828432,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Post-demographic dividend,PST,80.2602154770184,80.5160128461206,80.3820254160595,80.5395097027758,80.5836893799918,80.6711275383459,80.8990832557806,80.0044753304406,79.797890541836,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pre-demographic dividend,PRE,58.3300592913712,58.7521965415578,59.1193712621413,59.5239150627753,59.9506113469282,60.3548387754098,60.7216573709725,60.2495318388734,59.87258063232,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,67.5956591512135,67.9450848666196,68.3472917960308,68.8076983302127,69.1806032059566,69.2689349559205,69.467199622489,69.0825725303329,67.8224389438784,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,68.121401503545,68.6382506953563,69.1437835147163,69.609572441708,69.9792893786272,70.2534786113924,70.4727549740685,69.7483309161325,67.5791290463818,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,68.121401503545,68.6382506953563,69.1437835147163,69.609572441708,69.9792893786272,70.2534786113924,70.4727549740685,69.7483309161325,67.5791290463818,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,58.668043004746,59.1426582019127,59.5629817000586,60.0690246731195,60.4771384571495,60.8630275388921,61.2442905189234,60.8488944244664,60.2417434631864,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,58.6666818675623,59.1413468929509,59.5616171804581,60.0677233314774,60.4758930748584,60.8619664295261,61.2431760700969,60.8474927916025,60.2406378326655,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,58.668043004746,59.1426582019127,59.5629817000586,60.0690246731195,60.4771384571495,60.8630275388921,61.2442905189234,60.8488944244664,60.2417434631864,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,74.5167673852014,74.7780301387126,74.9950938289292,75.1808172857966,75.3537272264974,75.7266966436554,75.9462418728642,75.1391964638901,74.6947280197538,
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,71.5775056091332,71.881471100973,72.0952182844542,72.3453515952166,72.5427758920385,72.7840895597106,72.9797159383877,72.2438221110764,71.327390676396,
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,3.46678830410982,3.65757606530364,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.28980006505826
Population growth (annual %),SP.POP.GROW,Algeria,DZA,1.9667158178046,1.97904881035906,1.99994605069585,1.99343168879913,1.95700247075081,1.9033254281097,1.83944488568624,1.73245672803153,1.65770320084269,1.62833925417918
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-1.30478202241628,-1.47894571116667,-1.63927018758043,-1.80723076890422,-1.97181874740715,-2.12293567392473,-2.30413869890523,-2.4212497099907,-2.53017092647207,-1.70649548061895
Population growth (annual %),SP.POP.GROW,Andorra,AND,0.497261875887559,0.355274942185653,0.174377690367456,1.10060298979862,1.77218271287863,1.58014708656145,1.75749125736997,1.76189129507448,1.70228822534561,0.994607149162366
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.73552542857565,3.68442896683492,3.61767751762095,3.58621100683242,3.5509866361995,3.46445698360985,3.39527779197097,3.26834840458456,3.16602986153025,3.09675267067326
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,0.934326293295174,0.831589247616481,0.786935419380774,0.690288328652049,0.6109561448905,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623,0.581875832853236
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
Population growth (annual %),SP.POP.GROW,Armenia,ARM,-0.44829630947071,-0.395592881362063,-0.392995248824912,-0.444257166904663,-0.486625263030829,-0.54025108197947,-0.564065542556681,-0.533006606500067,-0.522963242641951,-0.377102034390101
Population growth (annual %),SP.POP.GROW,Aruba,ABW,0.749301039347625,0.691615260101675,0.63795916173479,0.590062487333077,0.537295706145068,0.494795263046989,0.451969658863314,0.134255302359952,-0.0450446230906329,-0.0863922826549927
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.65339053503068,1.50299298221362,1.48520844681971,1.23570107988933,0.127728295728263,1.12589851822075
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,0.435671684056384,0.963774921741706
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,0.441197735816311,0.366922375908499
Population growth (annual %),SP.POP.GROW,Bahamas,BHS,0.934994065798907,0.898582547265484,0.912227428271637,0.831528122187361,0.765793758966215,0.720668948364001,0.657441084996389,0.471994444906908,0.352416997336031,0.508137884368941
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,2.95475711852975,3.84537935863732,3.81660491261165,3.42907892150581,3.29163380324261,2.07237016433842,0.459362584678761,-1.12524267833833,-0.966024840061971,0.611005553402689
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384,1.0748367431585
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.241564354388319,0.226568487744075,0.212392263810218,0.203329499651748,0.192888292188534,0.179288797746607,0.175755759089405,0.182929163306018,0.180461453548187,0.154574639677083
Population growth (annual %),SP.POP.GROW,Belarus,BLR,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,-0.82823272086807,-1.01435205510388
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.430996815099722,0.469904402495701,0.657664577068916
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.23816708234299,2.19427675238371,2.11632063401839,2.04687117105776,1.9892678402512,1.94863445386443,1.82301611890652,1.48622151575632,1.28562992065572,1.30164025141276
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.89992060914312,2.92622897984691,2.95124912266827,2.94982814392549,2.94632156118807,2.92239218681089,2.88707408493347,2.82913811282206,2.75970517933377,2.70204108933956
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,0.312791570829084,0.210544188304464,0.151869636092964,-1.05247097968271,-1.0605345960762,0.0704274978050419,-0.0109521313739413,-0.0281681326390652,-0.202104144558527,-0.364505179849171
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.06812304057562,1.0193598434941,0.934969649654716,0.868973710626164,0.844692720380736,0.787111572078005,0.701252583573764,0.655471789302584,0.642586172837449,0.63707753130368
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.62957319915505,1.60331510672219,1.5731449401483,1.54728829634713,1.52010888105833,1.48747419672442,1.45750439141779,1.33973922043111,1.19348671867883,1.1902748132628
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.55832890226336,-1.29347782804997,-1.31760658922995,-1.23730578353764,-1.18362667966933,-1.16659481128762,-1.16608133465016,-1.26677102311527,-1.44065259604193,-1.15051398459433
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.90562696994558,1.92508536769659,1.96236891205249,2.02880248969911,2.07922251369081,2.04278510078483,1.95085634796209,1.85098576387245,1.6367427551677,1.60475774255203
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.868346150167205,0.857834828724811,0.845992601345206,0.8112564782781,0.79226340042227,0.793768153848091,0.766107802084815,0.665176682246802,0.528590452919416,0.459583548488331
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,0.82694328769179,1.08975882376595,1.35422128878554,1.26217731781244,1.07360686059582,0.910677706943281,0.902459156305993,0.975300318670376,0.683520845329328,0.586286459995554
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.23862687064177,1.19611546302496,1.14093587780034,1.07549615845856,1.00016015852588,0.924880804854795,0.865282211615446,0.835902308961215,0.822461681539278,0.811520875721177
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,-0.60024151846542,-0.814846471528947,-6.18725298204958
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,3.00842195462805,2.97977849923872,2.97234560821631,2.93481128912484,2.86565542084027,2.76868116258088,2.70387556725288,2.68878766730686,2.65037591522147,2.55998839127434
Population growth (annual %),SP.POP.GROW,Burundi,BDI,3.55110770404353,3.3458633833966,2.18870609045616,1.62902475388378,2.28730144695888,2.98382355303175,3.26424857025887,2.86708219532744,2.67247846179476,2.66016084004174
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.13168973985358,1.13001379235817,1.1090565508692,1.12160806985756,1.16795054980192,1.09986005170242,1.01513458042928,0.96752416855618,0.90298888332359,0.884624344860865
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.43049971596447,1.3977751944463,1.34979002036239,1.33408515743887,1.3104826630319,1.22144565921597,1.13244216195679,1.16005769739725,1.16513584860257,1.07216738142292
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.81353839574426,3.03550756998046,3.14758224896897,2.99217541611777,2.83379809494988,2.7637376380325,2.7748797807221,2.71185365793296,2.63581940586039,2.59810258830226
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19952071057872,1.41245586917998,1.43613682316886,1.0737958268224,0.575421916470359,1.82337042206996
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.3499412828226,2.28758988319717,2.24463644959813,2.18250710253431,2.10758301710141,2.02863766124782,1.90819265891466,1.76406837687354,1.21820372930296,0.83308238204777
Population growth (annual %),SP.POP.GROW,Central African Rep.,CAF,0.608247676561223,-0.0769490230926806,0.428340361843656,1.74517542237586,1.86986089522388,1.94305862344608,2.22336107125156,2.5340939316943,2.11363722558977,2.21079511675969
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.55701932397684,3.56998546576354,3.18410081276683,3.14864850561675,3.32459491646661,3.37812774879537,3.29458272753979,3.16053305963688,3.16388750517031,3.11502218647071
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.736777668306596,0.697214600852119,0.791085579747361,0.939527209520039,0.908389640157369,1.22958532233632,1.27783031331199,1.00023446187106,0.913338674061597,0.80516754536027
Population growth (annual %),SP.POP.GROW,Chile,CHL,0.964976309009339,1.00681495918115,1.02942555374852,1.18906102612278,1.56205545588869,1.79596279901203,1.7913919716665,1.36064363430941,0.994344898418259,0.565514127974157
Population growth (annual %),SP.POP.GROW,China,CHN,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883,0.0892522000412526,-0.0130995013525784
Population growth (annual %),SP.POP.GROW,Colombia,COL,0.990034781454962,0.947136923375947,0.941994067106625,1.068611890834,1.51228960592288,1.89558675057496,1.83074694246543,1.47010203160178,1.14382091580962,0.691481571303501
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.14467454892257,2.15269220591586,2.16006427268952,2.1696163026429,2.04689697470843,1.90502758147562,1.87244791212477,1.90094081397491,1.89944099480128,1.82699354985146
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.4091449670035,3.44601675819051,3.38939131180859,3.46603464808537,3.44276695760094,3.27282723445499,3.18628838899818,3.22447844328183,3.22252815991252,3.19783510453186
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.40667969204573,2.39028820797079,2.38840507871515,2.38886575467523,2.3910852337636,2.39418462530963,2.355238072353,2.33208625068898,2.31648825280279,2.28055584966535
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.1532718484809,1.09494595424381,1.04634340433544,1.01547072688832,0.978713315995535,0.934615300864476,0.865128346659953,0.755771068349343,0.600406861056438,0.520031291578434
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.06192649501195,2.31524274847183,2.58076728931826,2.58067580845527,2.58625429610958,2.56647493405036,2.53128744560298,2.50861820334885,2.455303010444,2.45270320081193
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.278509062850129,-0.407343184777633,-0.824099163913538,-0.69838345731273,-1.20061016480925,-0.893486927711056,-0.554146739042888,-0.433210220837755,-4.25664890192098,-0.646581846565545
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.108603882669157,0.0922325673162479,0.069407446002465,0.0186756792498581,-0.0494478967755684,-0.0720152370566522,-0.101983052203958,-0.141475202325743,-0.393012541562472,-0.393269982974889
Population growth (annual %),SP.POP.GROW,Curacao,CUW,1.13367890654299,1.34764139563651,1.31959390251523,1.06031644056836,0.319536038312865,-0.525178744011738,-1.19643951751799,-1.59676619476798,-1.6777912474095,-1.56965834139861
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,0.8962308711661,0.855564798922502,0.870039642466962,0.888918593369278,0.884479029885329,0.849324982193926,0.817517719721429,0.705573414651573,0.535999429698235,0.585013504929064
Population growth (annual %),SP.POP.GROW,Czechia,CZE,0.0331699460503076,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,0.243222682211879,-1.81187141002542,0.193050170395183
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,0.291641177476633,0.433414489409722,0.787502464739957
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.81267131886039,1.7680638456514,1.72124773942831,1.67550925836571,1.64501401282776,1.61772854346232,1.57623975223144,1.49363957876332,1.40284750995694,1.37371534912362
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.100212778979274,0.798904314260286,0.912632430301816,0.0970860001159586,0.466977884157329,0.594793080912983,0.850614263332306,0.790672282535559,0.577535935346367,0.44781644121254
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.2499609813316,1.2237834052777,1.1960440040584,1.16332018268349,1.13014592909379,1.10483767973875,1.07497482890671,1.07655224672892,1.06892666709415,0.992978304770296
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.5324232376039,1.48359860231919,1.47983523757956,1.49338987255655,1.55335626648726,1.89090930713133,1.90968326333656,1.40190462603926,1.18206337539033,1.13559975243065
Population growth (annual %),SP.POP.GROW,"Egypt",EGY,2.31570750353087,2.34379305041137,2.20525980686911,2.08630284573945,1.98976849465685,1.89893076814734,1.79400212546566,1.73312957205986,1.65838367949689,1.56907383039584
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.394479107083525,0.385376455719377,0.346286117647337,0.311563471293443,0.257949946994399,0.154476680476382,0.0617207329334854,0.199062369975812,0.340068122361035,0.351368233858255
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,4.12804546690893,4.0367432369581,3.92078547747936,3.78456615093479,3.63365484265393,3.48160747723884,3.33503679402461,2.73226949782894,2.37849451867221,2.44420928980061
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.33675062099253,0.817492473750786,0.49767257206961,0.754064581294597,0.935971649156141,1.41594960093608,1.53927354632927,1.61739994313834,1.7961013366299,1.74475945969517
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.371554389037477,0.197559185177642,0.105996956310127,1.03420587678448
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,0.616659419518733,0.672496411974745,0.7143137221497,0.754508380699921,0.773005801268303,0.781899444165432,0.788402227821078,0.939644435809807,0.9790522575795,0.785236419347899
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.74962070654197,2.70542811266671,2.69539316663887,2.71605397227228,2.72133142564532,2.67332102071494,2.656010133459,2.65485915620519,2.60431928274974,2.54208920295403
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.0537134606447883,0.0970242533510219,0.721624002974263,1.39145416003308,1.46397881873087,1.43304325187036,1.41473188516849,1.41026007721943,0.900256782879419,0.379320886225017
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.262426487072664,0.230397589525045,0.178965105930181,0.127589742794731,0.0705348376627642,-0.00250269992369218,-0.0577971466911964,0.212846220439299,0.45397664568484,0.556091460082176
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.143641197212847,0.207288594407348,0.285874176039593
Population growth (annual %),SP.POP.GROW,France,FRA,0.516539661307546,0.46824634207038,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163,0.341374143157509,0.271350507669993,0.263854757064606,0.27420527872655
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.503989817548146,0.637131095156152,0.65811880076494,0.59932388341049,0.648229492369303,0.727084625433978,0.706823205794027,0.732338551627656,0.697087740409896,0.736349222896672
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.50515739344233,3.34110410137597,3.08691638355563,2.80421210921345,2.55591859788162,2.39135522463594,2.28985536531904,2.19563704311712,2.09798810279019,2.02168710210066
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.05120587130278,2.9743344848207,2.88681938435009,2.80404574599256,2.72348534857532,2.64137634537543,2.58268676641821,2.56215324974841,2.52879318000917,2.47214748808282
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,0.0686562494680967,-0.379636607027231,0.104889950638883
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.0816931586494595,0.0423270572552137,1.05662714139991
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.45242725553535,2.40764489206261,2.36426975910316,2.33938325896993,2.23494542871956,2.1226797659381,2.08893118401294,2.06626880077022,2.00774487031161,1.93898294382388
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.777442704117801,0.126420318087511,0.209321014679146,0.13828073187548,0.113554418573327,0.140996191940677,0.113265896118834,0.0734012327661469,-0.122365336936279,-0.0612388640957491
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.725120806658085,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,-0.214592106571664,-0.537756534706951,-0.704367995268749
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.577265864735276,-0.333398666658893,-0.322038549275343,0.128227978389047,-0.0249203440297217,-0.265609140509557,0.359917714454119,0.252238303411568,0.506106194434674,0.0141200557976914
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.887245628443614,0.874356936993021,0.850810358697201,0.825295754248069,0.792907050535382,0.755485367413198,0.724563813014991,0.762219229220411,0.762873605069601,0.662275264266552
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.397066313446001,0.292292129425125,0.259298371028445,0.218836685375473,0.154324682210868,0.0426939914692953,-0.0320187846270383,0.359326132872351,0.767004481277612,0.724496899820096
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.75716769812924,1.72875760277972,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094,1.51998785357799,1.4803168061015,1.43986849494773
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.44231614129791,2.48293200818758,2.54927671891363,2.58950004128743,2.56349381271807,2.53344244221774,2.5376470778001,2.51225012110646,2.44431721949133,2.39091413366776
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.68850117447374,2.6479419321498,2.58264954343545,2.51887831990535,2.43789093573311,2.37233714760758,2.33629046990663,2.27645335668636,2.20258924567144,2.15283930362989
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.46319412619233,0.493149307612364,0.52000388065714,0.53575873239208,0.547185665228521,2.8750028594538,1.67134809737405,-0.194366443701065,0.919614738982755,0.515592544369467
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.49898644905428,1.46596797524852,1.43989350727897,1.41082121304761,1.38753007437198,1.36113131762731,1.33513859245585,1.30291995864045,1.23729899666313,1.19334195623455
Population growth (annual %),SP.POP.GROW,Honduras,HND,1.89595914681821,1.84861910603263,1.8093624065659,1.77333693683233,1.73985038012617,1.7097289071087,1.68069668453135,1.622836376932,1.5351396675707,1.49211855882432
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.401982535858444,0.702370950536049,0.851197911086988,0.619366345332479,0.768513877614955,0.800230596967774,0.739283471323064,-0.358932661902885,-0.91177674914823,-0.907914524343304
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.27536875707442,-0.269378767165116,-0.237855001984657,-0.295110604845478,-0.265860932255517,-0.126786951652838,-0.0452557101106228,-0.215067837129585,-0.413751024472153,-0.272113417179912
Population growth (annual %),SP.POP.GROW,Iceland,ISL,0.945885900369151,1.11250475522796,1.04194038662969,1.38808149583838,2.34558267643862,2.67814276922904,2.19893225826166,1.6230862512591,1.6393166402584,2.48680665780135
Population growth (annual %),SP.POP.GROW,India,IND,1.29754883539168,1.24036218382689,1.18779532005068,1.18504622906796,1.15562449067646,1.08752772157855,1.02531077187097,0.95522085775158,0.797216093898126,0.680372581057012
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.21281780987831,1.15950664180271,1.1108549322781,1.05894205868913,1.00643952446092,0.966206435866139,0.937689273635294,0.840389268128048,0.694717688319757,0.636555115146439
Population growth (annual %),SP.POP.GROW,"Iran",IRN,1.45650590321443,1.897214219374,2.26178492558276,1.83580791714073,1.42882552688137,1.30788220910804,1.0995932626289,0.83517614833256,0.722822505475776,0.710745642903734
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,4.6654185971967,3.50227675046767,2.71497647013538,2.45940250005547,2.35769232939234,2.41756068668666,2.36838831392184,2.36211183923937,2.26888921028968,2.18691693437269
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.526556158855653,0.731001376585771,0.944845307474728,1.12883406399428,1.08867556062,1.23887545258946,1.36762695363797,1.02911050277336,0.953898051735591,1.06368959987424
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,-0.230291764982335,-0.295168031488441,-0.361815200458878,-0.171213441967113,0.155660691192532,0.233037660360485,0.188422790499936,0.134540647396739,0.257859199732084,0.303350115903421
Population growth (annual %),SP.POP.GROW,Israel,ISR,1.86605289478673,1.91954379859591,1.98128897562083,1.9603489624817,1.93872567441099,1.92662286520241,1.90898263957994,1.76367939210866,1.61038582783125,1.96566785310566
Population growth (annual %),SP.POP.GROW,Italy,ITA,1.1592511168095,0.917504095962437,-0.0963761331392095,-0.169884073301448,-0.14986111697397,-0.190063640113791,-1.15302842389952,-0.487095091717782,-0.555357163186613,-0.428632459102514
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.481191238304142,0.410748099114478,0.354975145947794,0.294793625837463,0.202492605820257,0.123091479545611,0.0688992221522009,0.236519557799568,0.257040921915097,-0.0112465411699634
Population growth (annual %),SP.POP.GROW,Japan,JPN,-0.144271883387076,-0.132694222147042,-0.106124993746747,-0.0511374152133631,-0.081874296046114,-0.126880068088791,-0.140464977878172,-0.294194617750067,-0.459952415807642,-0.443851919148528
Population growth (annual %),SP.POP.GROW,Jordan,JOR,6.48192864156847,11.7940156559538,9.21991788769051,4.83585013508326,2.48500934190509,2.36510265786667,2.25750975365016,2.12736281777905,1.98907685592122,1.22663656612596
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,1.43944535624798,1.47267087305755,1.46148468519161,1.42204614032925,1.36038126908993,1.31452298457883,1.28960848954226,1.29863532544565,1.29950843805955,3.21589809559657
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2.40993136403743,2.2941780158286,2.20032211952888,2.20214556198549,2.17570842690355,2.03273400450275,1.97845694844255,2.00970011079671,1.94276128252757,1.90951031059953
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.50539234360214,1.46654343733585,1.48648352823644,1.53561388437723,1.54812092405828,1.56542354171621,1.60651238884126,1.77265475198411,1.88854075847608,1.81315663594675
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,0.457206407016513,0.49597980701513,0.523515080357903,0.519654351165206,0.497821203562078,0.476315091651054,0.456446820087896,0.434017300434564,0.402945210274924,0.374729560022698
